transaction_id,amount,merchant_category,transaction_type,customer_age,is_fraud,transaction_date,merchant_code,transaction_address
6214,2531.70,Entertainment,Online,26,1,2023-11-20,109,"9335 Pine Blvd, Springfield, TX"
6215,4355.34,Electronics,Card Present,82,0,2023-08-02,102,"6344 Pine Ave, Springfield, NY"
6216,1846.59,Gas Station,ATM Withdrawal,65,0,2024-05-22,107,"3746 Maple St, Hillcrest, FL"
6217,1599.41,Travel,Online,23,0,2024-03-22,104,"4938 Maple Rd, Hillcrest, IL"
6218,2835.17,Online Retail,ATM Withdrawal,29,0,2024-03-09,106,"7358 Cedar Blvd, Greenville, TX"
6219,3609.78,Entertainment,Online,67,0,2024-01-25,109,"7875 Lakeview Blvd, Hillcrest, NY"
6220,4036.97,Gas Station,Card Present,72,0,2024-01-16,107,"6918 Sunset Blvd, Lakeside, CO"
6221,1987.88,Coffee Shop,Card Present,49,0,2023-11-28,105,"8435 Sunset St, Lakeside, NY"
6222,2112.72,Electronics,Card Present,70,0,2024-03-10,102,"9916 Cedar Ln, Riverton, FL"
6223,4646.02,Home Improvement,ATM Withdrawal,47,0,2023-02-16,110,"7031 Main Ave, Greenville, IL"
6224,2078.40,Electronics,Contactless,85,0,2024-10-14,102,"9905 Elm Rd, Lakeside, FL"
6225,3684.59,Electronics,ATM Withdrawal,46,0,2024-04-29,102,"1014 Oak St, Lakeside, CO"
6226,3862.75,Pharmacy,ATM Withdrawal,23,0,2023-08-03,108,"5585 Maple Ave, Fairview, NY"
6227,4603.16,Gas Station,Contactless,25,0,2024-03-15,107,"1887 Center Blvd, Lakeside, FL"
6228,1882.62,Entertainment,ATM Withdrawal,84,0,2024-01-30,109,"7502 Sunset Blvd, Lakeside, CA"
6229,4382.47,Travel,ATM Withdrawal,43,0,2023-08-03,104,"2234 Center Rd, Lakeside, TX"
6230,493.35,Restaurant,ATM Withdrawal,36,0,2023-04-04,103,"6819 Sunset Pl, Fairview, CO"
6231,1159.08,Gas Station,ATM Withdrawal,25,0,2022-04-01,107,"8104 Pine Rd, Hillcrest, GA"
6232,2068.16,Restaurant,Online,75,0,2023-06-15,103,"7629 Sunset Rd, Fairview, GA"
6233,1276.49,Electronics,ATM Withdrawal,38,0,2022-08-14,102,"2183 Cedar Blvd, Greenville, FL"
6234,872.30,Online Retail,ATM Withdrawal,51,0,2022-06-28,106,"7561 Sunset Blvd, Greenville, TX"
6235,1506.96,Gas Station,Card Present,85,0,2022-02-22,107,"9574 Main Blvd, Hillcrest, GA"
6236,4818.82,Entertainment,Card Present,49,0,2022-02-04,109,"8146 Maple Ave, Hillcrest, WA"
6237,1969.36,Electronics,Contactless,71,0,2022-01-20,102,"5673 Cedar Ave, Hillcrest, CA"
6238,434.21,Entertainment,Contactless,43,0,2024-02-29,109,"1042 Sunset Ln, Lakeside, TX"
6239,2084.05,Coffee Shop,Contactless,29,0,2023-02-02,105,"320 Center Ln, Lakeside, IL"
6240,1065.34,Entertainment,ATM Withdrawal,21,0,2022-04-23,109,"4958 Elm St, Lakeside, NY"
6241,3180.01,Gas Station,ATM Withdrawal,30,0,2022-01-08,107,"6610 Cedar Blvd, Fairview, IL"
6242,441.66,Travel,ATM Withdrawal,19,0,2024-11-20,104,"425 Center Ln, Springfield, IL"
6243,4977.39,Pharmacy,Contactless,84,0,2024-09-19,108,"6001 Center Pl, Fairview, CA"
6244,3816.20,Restaurant,Contactless,49,0,2022-05-17,103,"3630 Center Ln, Greenville, TX"
6245,1692.29,Pharmacy,Online,54,0,2023-06-23,108,"4502 Willow Ln, Hillcrest, CA"
6246,4534.20,Online Retail,ATM Withdrawal,43,0,2022-09-13,106,"9790 Main Blvd, Riverton, CO"
6247,3501.00,Electronics,Contactless,74,0,2022-12-16,102,"4934 Willow Pl, Hillcrest, CO"
6248,2173.36,Gas Station,Online,24,0,2022-10-11,107,"8568 Oak Rd, Riverton, GA"
6249,1143.67,Home Improvement,ATM Withdrawal,29,0,2023-05-12,110,"3324 Cedar Ln, Fairview, CO"
6250,1972.96,Entertainment,Online,60,0,2022-05-03,109,"1975 Willow Pl, Springfield, WA"
6251,598.23,Coffee Shop,Online,72,0,2022-12-29,105,"3395 Willow Rd, Riverton, NY"
6252,4074.53,Travel,Contactless,48,0,2024-07-04,104,"1548 Pine St, Fairview, GA"
6253,4100.81,Coffee Shop,Online,46,0,2024-05-20,105,"142 Sunset Ln, Riverton, GA"
6254,167.11,Restaurant,ATM Withdrawal,50,0,2023-09-27,103,"5463 Cedar St, Hillcrest, CA"
6255,3196.49,Pharmacy,ATM Withdrawal,25,0,2022-01-31,108,"9556 Sunset St, Greenville, CO"
6256,1320.18,Pharmacy,Contactless,59,0,2023-04-08,108,"4650 Willow Pl, Lakeside, NY"
6257,4701.21,Gas Station,Card Present,64,0,2024-05-21,107,"3486 Cedar Rd, Springfield, CO"
6258,3752.00,Electronics,Card Present,28,0,2022-12-02,102,"3590 Oak Ave, Riverton, CA"
6259,2485.51,Travel,ATM Withdrawal,72,0,2024-06-22,104,"3848 Maple Ln, Springfield, CO"
6260,989.43,Home Improvement,Card Present,21,0,2023-07-11,110,"2196 Maple Rd, Riverton, IL"
6261,1373.49,Entertainment,Card Present,55,0,2023-11-08,109,"1733 Oak Pl, Lakeside, WA"
6262,365.72,Home Improvement,Online,26,0,2023-05-20,110,"6284 Lakeview Ln, Fairview, GA"
6263,4863.94,Travel,Online,51,0,2024-09-15,104,"7120 Sunset Ln, Riverton, WA"
6264,3699.45,Grocery,Card Present,44,0,2023-05-07,101,"8375 Lakeview Rd, Fairview, CO"
6265,2538.36,Coffee Shop,Online,61,1,2024-11-27,105,"2837 Willow Pl, Lakeside, CA"
6266,4498.59,Coffee Shop,Contactless,61,0,2023-06-04,105,"2783 Center Ave, Fairview, GA"
6267,488.29,Coffee Shop,Online,52,0,2022-04-02,105,"5807 Elm Pl, Lakeside, FL"
6268,33.97,Entertainment,Online,33,0,2024-05-21,109,"911 Center St, Hillcrest, GA"
6269,4998.77,Online Retail,Online,47,0,2024-01-09,106,"6257 Lakeview Rd, Springfield, CA"
6270,2395.93,Coffee Shop,Online,83,0,2024-04-22,105,"5597 Elm Pl, Greenville, FL"
6271,3911.37,Travel,Online,83,0,2022-01-17,104,"6115 Cedar Rd, Riverton, FL"
6272,4679.14,Pharmacy,Card Present,67,0,2022-03-25,108,"4321 Lakeview Pl, Hillcrest, CA"
6273,1252.61,Online Retail,Contactless,34,0,2024-01-30,106,"8532 Pine Blvd, Greenville, NY"
6274,2792.60,Coffee Shop,Card Present,51,0,2022-12-21,105,"1684 Center Ln, Riverton, NY"
6275,2606.77,Grocery,Contactless,79,0,2024-12-02,101,"6650 Main Pl, Fairview, CO"
6276,4228.19,Electronics,Contactless,67,0,2024-10-17,102,"1124 Elm St, Hillcrest, GA"
6277,3814.90,Entertainment,ATM Withdrawal,33,1,2024-04-01,109,"6839 Cedar Ave, Lakeside, TX"
6278,1091.36,Coffee Shop,ATM Withdrawal,22,0,2023-11-28,105,"8175 Center Pl, Lakeside, IL"
6279,2403.28,Travel,Contactless,67,0,2024-07-31,104,"3597 Sunset St, Riverton, TX"
6280,3192.25,Electronics,Card Present,39,0,2024-05-29,102,"1444 Willow Blvd, Lakeside, FL"
6281,2724.53,Coffee Shop,Card Present,62,0,2024-04-21,105,"8500 Cedar Pl, Riverton, GA"
6282,3948.13,Gas Station,Online,25,0,2023-03-26,107,"8045 Oak St, Fairview, CO"
6283,987.46,Grocery,Online,83,1,2024-07-01,101,"4122 Pine Rd, Riverton, TX"
6284,3494.20,Coffee Shop,Online,80,0,2022-07-20,105,"1781 Sunset Ave, Fairview, CO"
6285,4706.83,Home Improvement,ATM Withdrawal,82,0,2022-09-01,110,"4497 Lakeview Rd, Lakeside, NY"
6286,582.39,Gas Station,Online,58,0,2023-02-11,107,"8678 Maple Ln, Lakeside, TX"
6287,4402.54,Pharmacy,ATM Withdrawal,32,0,2022-05-15,108,"9373 Pine Ln, Riverton, FL"
6288,4186.88,Coffee Shop,Card Present,73,0,2022-04-04,105,"8502 Cedar Blvd, Hillcrest, GA"
6289,1874.14,Coffee Shop,Online,57,0,2024-11-08,105,"5261 Center Blvd, Riverton, CA"
6290,3143.03,Coffee Shop,Contactless,40,0,2024-03-06,105,"7761 Willow Rd, Lakeside, IL"
6291,2045.58,Travel,ATM Withdrawal,84,0,2023-12-03,104,"3582 Main Ave, Hillcrest, FL"
6292,3714.51,Electronics,Online,43,0,2023-01-21,102,"2937 Sunset Pl, Fairview, CA"
6293,3003.94,Entertainment,Card Present,56,0,2022-05-04,109,"2489 Maple Ln, Fairview, TX"
6294,1783.32,Pharmacy,Online,31,0,2022-09-19,108,"1624 Willow Rd, Hillcrest, CO"
6295,3557.91,Coffee Shop,Contactless,38,0,2024-06-06,105,"1399 Pine St, Fairview, TX"
6296,137.80,Entertainment,ATM Withdrawal,33,0,2024-02-11,109,"2685 Elm Rd, Fairview, TX"
6297,4357.81,Electronics,Online,63,0,2023-06-01,102,"4858 Cedar Rd, Lakeside, TX"
6298,3616.11,Home Improvement,Online,22,0,2023-12-19,110,"4366 Willow Rd, Hillcrest, CO"
6299,4611.72,Pharmacy,Card Present,74,0,2024-06-19,108,"870 Oak St, Greenville, IL"
6300,3884.74,Online Retail,ATM Withdrawal,63,0,2024-11-05,106,"8758 Pine Blvd, Hillcrest, GA"
6301,3439.20,Entertainment,Contactless,76,0,2022-07-30,109,"7891 Oak Pl, Hillcrest, IL"
6302,3440.93,Gas Station,Card Present,78,0,2022-06-15,107,"8312 Center Rd, Fairview, NY"
6303,2642.89,Online Retail,Card Present,72,0,2023-02-25,106,"7743 Center Blvd, Springfield, GA"
6304,2384.63,Electronics,Contactless,62,0,2022-12-29,102,"1839 Maple St, Springfield, FL"
6305,3944.41,Pharmacy,Card Present,55,1,2023-11-04,108,"7199 Center Blvd, Greenville, CA"
6306,4506.10,Grocery,Online,18,0,2024-05-03,101,"1136 Elm Rd, Riverton, NY"
6307,3951.62,Grocery,Online,76,0,2022-12-22,101,"3659 Lakeview Ln, Riverton, GA"
6308,4506.80,Gas Station,Online,32,0,2023-07-18,107,"7828 Maple St, Riverton, CO"
6309,4416.03,Grocery,Contactless,38,0,2022-09-21,101,"6701 Sunset Ln, Riverton, WA"
6310,261.96,Gas Station,Online,30,0,2023-04-21,107,"4836 Pine St, Fairview, GA"
6311,156.63,Gas Station,Online,82,0,2022-09-26,107,"8329 Oak St, Greenville, CA"
6312,2940.82,Travel,Card Present,84,0,2023-01-29,104,"6075 Main St, Riverton, IL"
6313,3368.25,Entertainment,Online,49,0,2023-08-01,109,"7417 Center Ln, Hillcrest, TX"
6314,3428.01,Coffee Shop,Contactless,33,0,2024-10-17,105,"8845 Oak Pl, Riverton, WA"
6315,3940.76,Home Improvement,Card Present,37,0,2022-09-24,110,"9170 Center Ave, Hillcrest, WA"
6316,3518.34,Home Improvement,Online,76,0,2022-07-09,110,"3432 Center Rd, Springfield, IL"
6317,4029.15,Online Retail,Contactless,21,0,2023-11-19,106,"4971 Lakeview Blvd, Fairview, WA"
6318,4900.86,Restaurant,Contactless,43,0,2022-03-25,103,"7912 Maple Ave, Hillcrest, FL"
6319,1387.83,Home Improvement,Card Present,31,1,2024-08-20,110,"1706 Lakeview Ln, Lakeside, CO"
6320,3698.48,Pharmacy,Contactless,66,0,2022-01-02,108,"4621 Willow Blvd, Fairview, GA"
6321,699.32,Home Improvement,Contactless,65,0,2023-03-16,110,"7550 Cedar Ave, Lakeside, IL"
6322,737.01,Travel,ATM Withdrawal,57,0,2024-09-02,104,"2072 Pine Ave, Lakeside, IL"
6323,3246.43,Electronics,Contactless,48,0,2022-11-29,102,"862 Maple Ln, Springfield, TX"
6324,1179.42,Online Retail,Contactless,57,0,2022-04-15,106,"2302 Main Rd, Springfield, IL"
6325,111.33,Travel,ATM Withdrawal,73,0,2022-03-13,104,"1355 Cedar Rd, Fairview, CO"
6326,2142.88,Pharmacy,Online,46,0,2024-02-18,108,"2170 Elm Rd, Springfield, CA"
6327,559.29,Online Retail,Online,20,0,2023-09-07,106,"8036 Main Blvd, Springfield, IL"
6328,3921.43,Grocery,Contactless,60,0,2022-01-27,101,"6803 Maple Ave, Fairview, CO"
6329,4888.98,Restaurant,ATM Withdrawal,67,0,2024-01-12,103,"748 Maple Ln, Springfield, GA"
6330,1223.92,Electronics,Contactless,37,0,2022-07-16,102,"7656 Lakeview Pl, Fairview, CA"
6331,2367.72,Entertainment,Contactless,74,0,2023-03-11,109,"1327 Oak Blvd, Hillcrest, FL"
6332,2105.88,Online Retail,Card Present,45,0,2024-12-18,106,"2236 Center Ln, Riverton, CO"
6333,203.62,Pharmacy,Card Present,76,0,2022-08-04,108,"9146 Center Rd, Greenville, TX"
6334,3651.75,Entertainment,ATM Withdrawal,80,0,2024-07-30,109,"3165 Cedar St, Hillcrest, GA"
6335,4150.45,Online Retail,Contactless,70,0,2022-07-12,106,"6318 Willow Ln, Fairview, NY"
6336,186.04,Travel,Card Present,44,0,2022-12-03,104,"456 Sunset Blvd, Lakeside, TX"
6337,3255.13,Grocery,ATM Withdrawal,80,0,2024-10-23,101,"4038 Sunset St, Greenville, FL"
6338,908.67,Electronics,Card Present,82,0,2022-12-30,102,"9876 Sunset Ave, Hillcrest, CA"
6339,1560.78,Restaurant,ATM Withdrawal,37,0,2022-04-22,103,"3883 Oak Blvd, Springfield, TX"
6340,1577.76,Restaurant,ATM Withdrawal,85,0,2024-06-23,103,"7681 Pine Ln, Hillcrest, TX"
6341,2656.70,Online Retail,ATM Withdrawal,72,0,2024-04-30,106,"8803 Oak Ave, Riverton, CA"
6342,743.36,Online Retail,Online,59,0,2022-04-10,106,"767 Oak Pl, Springfield, NY"
6343,4586.77,Restaurant,Online,79,0,2024-12-13,103,"9299 Maple St, Hillcrest, TX"
6344,681.89,Restaurant,Card Present,43,0,2024-04-30,103,"5837 Pine St, Springfield, NY"
6345,4013.33,Grocery,ATM Withdrawal,52,0,2022-04-07,101,"5801 Maple St, Greenville, NY"
6346,584.62,Electronics,ATM Withdrawal,82,1,2024-01-31,102,"2121 Oak Pl, Springfield, IL"
6347,537.28,Grocery,Contactless,38,0,2023-12-05,101,"1076 Oak St, Riverton, GA"
6348,4942.77,Online Retail,Card Present,41,0,2022-03-27,106,"3296 Main St, Greenville, GA"
6349,2194.68,Travel,Card Present,30,0,2023-05-08,104,"8174 Oak Ln, Springfield, CA"
6350,555.04,Coffee Shop,Contactless,33,0,2024-10-24,105,"2080 Lakeview Blvd, Lakeside, NY"
6351,2778.15,Grocery,Contactless,55,0,2023-05-06,101,"5659 Main St, Riverton, GA"
6352,4802.72,Online Retail,Online,41,0,2024-08-26,106,"1016 Willow Ave, Riverton, WA"
6353,1688.64,Coffee Shop,ATM Withdrawal,26,0,2023-01-31,105,"5933 Sunset Ave, Hillcrest, CO"
6354,4927.79,Coffee Shop,Card Present,65,0,2023-11-09,105,"8390 Center St, Springfield, IL"
6355,2376.32,Online Retail,ATM Withdrawal,78,0,2024-06-25,106,"7494 Willow Rd, Lakeside, CO"
6356,357.52,Restaurant,ATM Withdrawal,67,0,2022-03-11,103,"4770 Pine St, Riverton, CA"
6357,4605.15,Pharmacy,Online,62,0,2024-03-10,108,"8766 Pine Ln, Springfield, IL"
6358,2682.28,Home Improvement,ATM Withdrawal,19,0,2024-02-26,110,"2007 Sunset Ln, Springfield, CA"
6359,1227.62,Entertainment,Contactless,77,0,2022-05-05,109,"7288 Elm Ln, Springfield, FL"
6360,1185.65,Coffee Shop,Contactless,51,0,2022-12-11,105,"6651 Sunset Ave, Lakeside, WA"
6361,479.77,Home Improvement,Contactless,84,0,2023-04-13,110,"8853 Cedar Ave, Fairview, FL"
6362,4580.04,Electronics,Contactless,41,0,2022-11-23,102,"7671 Lakeview Rd, Hillcrest, GA"
6363,1848.18,Electronics,Online,70,0,2024-03-14,102,"482 Maple St, Riverton, NY"
6364,4110.25,Electronics,Online,81,0,2022-05-19,102,"8963 Lakeview Pl, Greenville, GA"
6365,2858.55,Entertainment,Online,48,0,2022-04-28,109,"7484 Lakeview Ave, Fairview, FL"
6366,3030.92,Grocery,Card Present,18,0,2023-01-18,101,"5525 Maple Ln, Fairview, CO"
6367,19.70,Gas Station,ATM Withdrawal,18,0,2022-02-23,107,"3091 Willow Pl, Fairview, TX"
6368,988.85,Entertainment,ATM Withdrawal,51,1,2022-01-23,109,"4410 Oak Ln, Springfield, TX"
6369,2052.14,Coffee Shop,Card Present,31,0,2022-10-07,105,"3226 Lakeview Ln, Hillcrest, GA"
6370,2841.51,Travel,Card Present,19,0,2023-04-05,104,"3289 Maple St, Hillcrest, TX"
6371,4239.84,Online Retail,Card Present,85,0,2023-08-01,106,"7441 Maple Blvd, Greenville, IL"
6372,853.69,Online Retail,Card Present,28,0,2024-07-10,106,"4912 Elm Rd, Springfield, IL"
6373,259.84,Gas Station,Contactless,78,0,2022-03-05,107,"274 Lakeview Blvd, Greenville, WA"
6374,2181.51,Entertainment,Online,36,0,2022-06-17,109,"2444 Maple Ave, Hillcrest, NY"
6375,2023.23,Online Retail,Online,40,1,2024-05-21,106,"7830 Main Blvd, Hillcrest, GA"
6376,520.79,Online Retail,ATM Withdrawal,82,0,2024-07-07,106,"2405 Willow St, Springfield, CO"
6377,1224.21,Home Improvement,ATM Withdrawal,61,0,2024-11-20,110,"7444 Main Blvd, Greenville, TX"
6378,3163.43,Travel,Card Present,31,0,2022-06-10,104,"8185 Center Ave, Springfield, WA"
6379,355.60,Online Retail,ATM Withdrawal,25,0,2023-02-08,106,"6814 Sunset Pl, Springfield, GA"
6380,2535.99,Gas Station,Contactless,82,0,2024-11-10,107,"4031 Lakeview Rd, Springfield, CO"
6381,387.78,Electronics,ATM Withdrawal,63,0,2022-04-24,102,"7485 Willow Ln, Fairview, WA"
6382,4014.13,Home Improvement,Card Present,79,0,2022-11-23,110,"6965 Elm St, Greenville, WA"
6383,1535.09,Coffee Shop,Contactless,53,0,2024-11-25,105,"8651 Willow Pl, Fairview, NY"
6384,2263.25,Grocery,ATM Withdrawal,80,0,2024-06-13,101,"6291 Cedar Blvd, Lakeside, CA"
6385,2695.29,Travel,Card Present,84,0,2022-05-05,104,"256 Lakeview Pl, Riverton, CO"
6386,1167.44,Online Retail,Contactless,18,0,2022-09-28,106,"6549 Main Ln, Riverton, GA"
6387,1311.62,Restaurant,Online,74,0,2023-03-25,103,"5183 Center Rd, Lakeside, CO"
6388,1109.92,Grocery,Card Present,20,0,2024-12-28,101,"7108 Pine Blvd, Fairview, WA"
6389,4569.96,Electronics,Card Present,81,0,2022-10-13,102,"6498 Willow Ave, Riverton, GA"
6390,2012.88,Electronics,Card Present,51,0,2024-06-12,102,"5954 Sunset Blvd, Greenville, FL"
6391,918.92,Grocery,Contactless,28,0,2023-03-17,101,"7350 Elm Ln, Lakeside, WA"
6392,1816.24,Gas Station,Contactless,81,0,2022-11-23,107,"1389 Pine Blvd, Greenville, GA"
6393,374.79,Gas Station,Contactless,63,0,2022-10-06,107,"2085 Cedar St, Hillcrest, NY"
6394,2627.83,Travel,ATM Withdrawal,48,0,2022-04-08,104,"2865 Center Ave, Greenville, GA"
6395,3624.74,Gas Station,ATM Withdrawal,40,0,2024-10-11,107,"1480 Oak Ave, Fairview, CA"
6396,2034.58,Travel,Online,84,0,2023-08-12,104,"4818 Main Ave, Lakeside, WA"
6397,2406.99,Gas Station,ATM Withdrawal,55,0,2022-12-13,107,"4849 Willow Rd, Springfield, IL"
6398,2828.61,Online Retail,Contactless,73,0,2024-09-01,106,"2677 Lakeview Pl, Lakeside, CA"
6399,4598.85,Coffee Shop,Card Present,40,0,2022-07-09,105,"7934 Lakeview St, Lakeside, NY"
6400,1359.17,Gas Station,Contactless,41,0,2023-01-21,107,"9644 Sunset Ave, Riverton, FL"
6401,4515.12,Pharmacy,Card Present,57,0,2024-01-31,108,"5379 Elm Rd, Springfield, TX"
6402,2205.52,Grocery,Card Present,29,0,2022-03-29,101,"8894 Maple Rd, Greenville, TX"
6403,1226.95,Coffee Shop,Online,78,0,2024-03-13,105,"7995 Willow Ave, Riverton, WA"
6404,2755.36,Home Improvement,Card Present,61,0,2022-04-15,110,"6040 Center Ln, Fairview, NY"
6405,2564.16,Home Improvement,Contactless,53,0,2023-08-29,110,"1988 Oak Ln, Greenville, CA"
6406,2007.36,Travel,Contactless,23,0,2024-05-15,104,"1854 Sunset Ln, Riverton, FL"
6407,2556.39,Pharmacy,Online,21,0,2024-03-22,108,"4119 Lakeview St, Hillcrest, GA"
6408,2810.76,Restaurant,Card Present,22,0,2022-10-08,103,"6543 Oak Rd, Riverton, FL"
6409,1410.27,Grocery,Contactless,54,0,2023-11-01,101,"432 Oak Rd, Fairview, TX"
6410,3492.04,Coffee Shop,Card Present,19,0,2024-01-20,105,"6033 Maple Blvd, Greenville, WA"
6411,2741.44,Online Retail,ATM Withdrawal,54,0,2024-08-24,106,"8054 Maple St, Hillcrest, IL"
6412,4796.05,Travel,Online,84,0,2022-10-04,104,"8928 Cedar Ln, Riverton, NY"
6413,2511.58,Restaurant,Online,33,0,2022-06-14,103,"9165 Lakeview Blvd, Hillcrest, CA"
6414,1260.88,Grocery,ATM Withdrawal,36,0,2023-06-02,101,"3572 Pine Ave, Hillcrest, GA"
6415,4785.76,Gas Station,Card Present,45,0,2024-08-28,107,"2370 Main Blvd, Fairview, TX"
6416,862.01,Coffee Shop,ATM Withdrawal,35,0,2024-05-17,105,"4794 Lakeview Ave, Greenville, WA"
6417,1524.14,Travel,Online,48,0,2024-02-15,104,"820 Cedar Ave, Riverton, TX"
6418,1877.98,Pharmacy,Contactless,81,0,2023-12-26,108,"8745 Cedar Blvd, Hillcrest, FL"
6419,1095.61,Electronics,ATM Withdrawal,82,0,2022-06-21,102,"8546 Oak Pl, Hillcrest, TX"
6420,1400.57,Coffee Shop,Online,39,0,2023-04-09,105,"5936 Main Rd, Fairview, TX"
6421,745.62,Restaurant,Online,46,0,2023-06-21,103,"9065 Maple St, Greenville, TX"
6422,2038.13,Home Improvement,Online,74,0,2022-06-19,110,"4615 Willow Blvd, Fairview, FL"
6423,3666.13,Coffee Shop,Contactless,36,0,2024-08-06,105,"3745 Lakeview Ave, Lakeside, WA"
6424,1021.79,Restaurant,Online,50,0,2023-02-20,103,"8049 Willow Blvd, Hillcrest, GA"
6425,2707.33,Travel,ATM Withdrawal,29,0,2023-02-06,104,"1350 Oak Rd, Fairview, WA"
6426,4300.22,Electronics,Online,71,0,2024-02-20,102,"6296 Lakeview Blvd, Lakeside, CA"
6427,536.26,Online Retail,ATM Withdrawal,79,0,2022-06-27,106,"8945 Cedar Ave, Riverton, WA"
6428,835.31,Online Retail,ATM Withdrawal,65,0,2022-09-08,106,"3472 Willow Ln, Fairview, NY"
6429,3643.79,Grocery,Online,28,0,2023-04-23,101,"7327 Cedar Pl, Riverton, CA"
6430,161.33,Restaurant,Online,76,0,2022-12-25,103,"2165 Sunset St, Lakeside, CO"
6431,2106.58,Entertainment,ATM Withdrawal,18,0,2022-02-03,109,"6869 Elm Ln, Greenville, CO"
6432,1564.41,Travel,ATM Withdrawal,72,0,2022-07-21,104,"9539 Pine Ln, Greenville, IL"
6433,432.97,Home Improvement,Card Present,20,0,2024-12-12,110,"5100 Main Pl, Riverton, WA"
6434,4077.83,Online Retail,Card Present,49,0,2024-06-26,106,"6147 Cedar Ave, Greenville, CO"
6435,4240.92,Home Improvement,Contactless,68,0,2022-09-15,110,"1004 Oak Ave, Hillcrest, CA"
6436,3902.12,Gas Station,Contactless,43,0,2024-03-13,107,"1259 Oak Pl, Greenville, CO"
6437,4420.32,Gas Station,Contactless,32,0,2023-11-26,107,"1626 Sunset Blvd, Hillcrest, FL"
6438,3025.71,Gas Station,Contactless,36,0,2024-04-30,107,"6241 Main Rd, Greenville, TX"
6439,259.85,Gas Station,Card Present,19,1,2024-07-21,107,"150 Cedar Ave, Riverton, CO"
6440,4135.99,Grocery,Card Present,82,0,2024-12-24,101,"5114 Cedar Ln, Springfield, WA"
6441,1226.61,Coffee Shop,ATM Withdrawal,20,0,2023-03-12,105,"9310 Center Ln, Hillcrest, WA"
6442,3116.16,Electronics,Online,19,0,2023-07-12,102,"2742 Center Ave, Riverton, CO"
6443,167.25,Electronics,ATM Withdrawal,28,1,2024-10-04,102,"2529 Center Ln, Hillcrest, WA"
6444,343.79,Entertainment,Online,30,1,2024-01-12,109,"1731 Maple Rd, Springfield, GA"
6445,2817.29,Entertainment,Contactless,21,0,2022-11-13,109,"650 Main Rd, Hillcrest, GA"
6446,3353.82,Gas Station,ATM Withdrawal,48,0,2022-03-09,107,"926 Main Blvd, Fairview, WA"
6447,698.91,Electronics,Contactless,45,0,2023-05-04,102,"2794 Lakeview St, Fairview, GA"
6448,65.79,Restaurant,Contactless,66,0,2023-02-06,103,"3838 Pine Rd, Fairview, CA"
6449,4536.72,Home Improvement,Contactless,51,0,2022-06-20,110,"8219 Elm Pl, Greenville, WA"
6450,3993.02,Gas Station,Card Present,27,0,2024-06-12,107,"8496 Lakeview Pl, Hillcrest, CO"
6451,4632.58,Travel,Card Present,43,0,2022-11-08,104,"5279 Lakeview Blvd, Greenville, FL"
6452,2014.87,Entertainment,Online,33,0,2022-03-08,109,"1775 Cedar Ln, Greenville, NY"
6453,2845.37,Grocery,Online,74,0,2022-09-17,101,"2939 Cedar Ave, Hillcrest, IL"
6454,682.27,Entertainment,ATM Withdrawal,53,0,2022-10-18,109,"2250 Cedar Blvd, Riverton, TX"
6455,381.61,Gas Station,Contactless,33,0,2023-07-17,107,"2412 Cedar St, Fairview, CO"
6456,3774.87,Gas Station,Contactless,75,0,2024-04-07,107,"1869 Pine Blvd, Springfield, GA"
6457,1509.67,Coffee Shop,Online,33,1,2023-09-30,105,"3942 Main Ln, Greenville, WA"
6458,1245.41,Home Improvement,Card Present,30,0,2024-04-23,110,"4380 Sunset Rd, Greenville, CA"
6459,3324.82,Restaurant,ATM Withdrawal,78,0,2023-12-09,103,"1917 Oak Rd, Lakeside, CO"
6460,1402.37,Electronics,Online,66,0,2023-10-30,102,"9696 Lakeview Rd, Lakeside, FL"
6461,4597.99,Gas Station,Online,65,0,2022-03-24,107,"3097 Center Ave, Lakeside, GA"
6462,3072.98,Coffee Shop,ATM Withdrawal,53,0,2023-01-11,105,"5540 Elm Blvd, Lakeside, CO"
6463,1475.27,Travel,Contactless,75,0,2022-12-17,104,"769 Maple St, Riverton, GA"
6464,1810.87,Gas Station,Online,38,0,2024-12-05,107,"1367 Cedar Rd, Riverton, FL"
6465,4742.59,Restaurant,Card Present,71,0,2023-04-11,103,"5229 Pine St, Hillcrest, GA"
6466,4049.26,Grocery,Contactless,78,0,2024-10-10,101,"7547 Main Ln, Riverton, CA"
6467,3607.59,Grocery,Online,24,0,2023-07-04,101,"3227 Cedar St, Lakeside, GA"
6468,3611.69,Home Improvement,Card Present,29,0,2022-07-02,110,"6004 Cedar Ave, Riverton, FL"
6469,1853.12,Grocery,Contactless,19,0,2024-05-29,101,"2743 Lakeview St, Greenville, NY"
6470,1000.17,Grocery,ATM Withdrawal,64,0,2022-04-21,101,"7176 Sunset Rd, Hillcrest, CO"
6471,701.79,Coffee Shop,ATM Withdrawal,22,0,2024-05-13,105,"5385 Oak Rd, Fairview, NY"
6472,1596.76,Restaurant,ATM Withdrawal,50,0,2023-02-08,103,"8004 Maple Blvd, Riverton, NY"
6473,1817.24,Coffee Shop,Card Present,48,0,2024-06-17,105,"8760 Lakeview St, Springfield, CA"
6474,1356.17,Home Improvement,Contactless,62,0,2023-02-25,110,"5678 Lakeview Rd, Riverton, WA"
6475,931.75,Entertainment,Card Present,59,0,2023-02-01,109,"3608 Sunset St, Lakeside, TX"
